match_id,match,bowlingTeam,bowlerName,overs,balls,maiden,runs,wickets,economy,0s,wides,noBalls,matchDate,
T201512,Super Kings Vs KKR,KKR,UmeshYadav,4,24,0,20,2,5,15,2,1,3/26/2022,
T201512,Super Kings Vs KKR,KKR,ShivamMavi,4,24,0,35,0,8.75,12,1,1,3/26/2022,
T201512,Super Kings Vs KKR,KKR,VarunChakravarthy,4,24,0,23,1,5.75,11,1,0,3/26/2022,
T201512,Super Kings Vs KKR,KKR,SunilNarine,4,24,0,15,0,3.75,10,0,0,3/26/2022,
T201512,Super Kings Vs KKR,KKR,AndreRussell,4,24,0,38,1,9.5,7,0,0,3/26/2022,
T201512,Super Kings Vs KKR,Super Kings,TusharDeshpande,3,18,0,23,0,7.66,9,0,0,3/26/2022,
T201512,Super Kings Vs KKR,Super Kings,AdamMilne,2.3,13.8,0,19,0,7.6,9,0,0,3/26/2022,
T201512,Super Kings Vs KKR,Super Kings,MitchellSantner,4,24,0,31,1,7.75,5,0,0,3/26/2022,
T201512,Super Kings Vs KKR,Super Kings,DwayneBravo,4,24,0,20,3,5,11,0,0,3/26/2022,
T201512,Super Kings Vs KKR,Super Kings,ShivamDube,1,6,0,11,0,11,1,0,0,3/26/2022,
T201512,Super Kings Vs KKR,Super Kings,RavindraJadeja,4,24,0,25,0,6.25,8,0,0,3/26/2022,
T208141,RCB Vs Punjab Kings,Punjab Kings,SandeepSharma,4,24,0,37,0,9.25,10,0,0,3/27/2022,
T208141,RCB Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4,24,0,31,1,7.75,11,3,0,3/27/2022,
T208141,RCB Vs Punjab Kings,Punjab Kings,OdeanSmith,4,24,0,52,0,13,9,1,0,3/27/2022,
T208141,RCB Vs Punjab Kings,Punjab Kings,RahulChahar,4,24,0,22,1,5.5,8,1,0,3/27/2022,
T208141,RCB Vs Punjab Kings,Punjab Kings,HarpreetBrar,3,18,0,38,0,12.66,5,1,0,3/27/2022,
T208141,RCB Vs Punjab Kings,Punjab Kings,LiamLivingstone,1,6,0,14,0,14,1,1,0,3/27/2022,
T208141,RCB Vs Punjab Kings,RCB,DavidWilley,3,18,0,28,0,9.33,5,0,0,3/27/2022,
T208141,RCB Vs Punjab Kings,RCB,MohammedSiraj,4,24,0,59,2,14.75,9,6,0,3/27/2022,
T208141,RCB Vs Punjab Kings,RCB,ShahbazAhmed,1,6,0,6,0,6,3,0,0,3/27/2022,
T208141,RCB Vs Punjab Kings,RCB,AkashDeep,3,18,0,38,1,12.66,4,0,0,3/27/2022,
T208141,RCB Vs Punjab Kings,RCB,WaninduHasaranga,4,24,0,40,1,10,10,1,0,3/27/2022,
T208141,RCB Vs Punjab Kings,RCB,HarshalPatel,4,24,0,36,1,9,10,5,0,3/27/2022,
T205838,Mumbai Vs Capitals,Capitals,ShardulThakur,4,24,0,47,0,11.75,8,1,0,3/27/2022,
T205838,Mumbai Vs Capitals,Capitals,KhaleelAhmed,4,24,0,27,2,6.75,13,0,0,3/27/2022,
T205838,Mumbai Vs Capitals,Capitals,AxarPatel,4,24,0,40,0,10,3,0,0,3/27/2022,
T205838,Mumbai Vs Capitals,Capitals,KamleshNagarkoti,2,12,0,29,0,14.5,4,1,0,3/27/2022,
T205838,Mumbai Vs Capitals,Capitals,KuldeepYadav,4,24,0,18,3,4.5,8,0,0,3/27/2022,
T205838,Mumbai Vs Capitals,Capitals,LalitYadav,2,12,0,15,0,7.5,2,0,0,3/27/2022,
T205838,Mumbai Vs Capitals,Mumbai,DanielSams,4,24,0,57,0,14.25,4,2,0,3/27/2022,
T205838,Mumbai Vs Capitals,Mumbai,JaspritBumrah,3.2,19.2,0,43,0,12.9,4,0,0,3/27/2022,
T205838,Mumbai Vs Capitals,Mumbai,BasilThampi,4,24,0,35,3,8.75,11,3,0,3/27/2022,
T205838,Mumbai Vs Capitals,Mumbai,MuruganAshwin,4,24,0,14,2,3.5,14,0,0,3/27/2022,
T205838,Mumbai Vs Capitals,Mumbai,TymalMills,3,18,0,26,1,8.66,6,2,0,3/27/2022,
T202349,Super Giants Vs Titans,Titans,MohammedShami,4,24,0,25,3,6.25,13,0,0,3/28/2022,
T202349,Super Giants Vs Titans,Titans,VarunAaron,4,24,0,45,2,11.25,5,3,0,3/28/2022,
T202349,Super Giants Vs Titans,Titans,LockieFerguson,4,24,0,24,0,6,11,1,0,3/28/2022,
T202349,Super Giants Vs Titans,Titans,HardikPandya,4,24,0,37,0,9.25,10,0,0,3/28/2022,
T202349,Super Giants Vs Titans,Titans,RashidKhan,4,24,0,27,1,6.75,8,0,0,3/28/2022,
T202349,Super Giants Vs Titans,Super Giants,DushmanthaChameera,3,18,0,22,2,7.33,11,1,0,3/28/2022,
T202349,Super Giants Vs Titans,Super Giants,AveshKhan,3.4,20.4,0,33,1,9,10,0,0,3/28/2022,
T202349,Super Giants Vs Titans,Super Giants,MohsinKhan,2,12,0,18,0,9,4,0,0,3/28/2022,
T202349,Super Giants Vs Titans,Super Giants,RaviBishnoi,4,24,0,34,0,8.5,11,2,0,3/28/2022,
T202349,Super Giants Vs Titans,Super Giants,KrunalPandya,4,24,0,17,1,4.25,12,0,0,3/28/2022,
T202349,Super Giants Vs Titans,Super Giants,DeepakHooda,3,18,0,31,1,10.33,3,0,0,3/28/2022,
T205314,Royals Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4,24,0,29,1,7.25,14,1,2,3/29/2022,
T205314,Royals Vs Sunrisers,Sunrisers,RomarioShepherd,4,24,0,33,1,8.25,12,1,0,3/29/2022,
T205314,Royals Vs Sunrisers,Sunrisers,UmranMalik,4,24,0,39,2,9.75,12,2,1,3/29/2022,
T205314,Royals Vs Sunrisers,Sunrisers,WashingtonSundar,3,18,0,47,0,15.66,3,0,1,3/29/2022,
T205314,Royals Vs Sunrisers,Sunrisers,TNatarajan,4,24,0,43,2,10.75,8,2,0,3/29/2022,
T205314,Royals Vs Sunrisers,Sunrisers,AbhishekSharma,1,6,0,15,0,15,1,0,0,3/29/2022,
T205314,Royals Vs Sunrisers,Royals,TrentBoult,4,24,1,23,2,5.75,16,3,0,3/29/2022,
T205314,Royals Vs Sunrisers,Royals,PrasidhKrishna,4,24,1,16,2,4,16,0,0,3/29/2022,
T205314,Royals Vs Sunrisers,Royals,NathanCoulter-Nile,3,18,0,48,0,16,4,1,1,3/29/2022,
T205314,Royals Vs Sunrisers,Royals,RavichandranAshwin,4,24,0,21,0,5.25,8,0,0,3/29/2022,
T205314,Royals Vs Sunrisers,Royals,YuzvendraChahal,4,24,0,22,3,5.5,8,0,0,3/29/2022,
T205314,Royals Vs Sunrisers,Royals,RiyanParag,1,6,0,14,0,14,0,0,0,3/29/2022,
T203578,KKR Vs RCB,RCB,DavidWilley,2,12,0,7,0,3.5,6,0,0,3/30/2022,
T203578,KKR Vs RCB,RCB,MohammedSiraj,4,24,0,25,1,6.25,13,0,0,3/30/2022,
T203578,KKR Vs RCB,RCB,AkashDeep,3.5,21,0,45,3,11.73,10,0,1,3/30/2022,
T203578,KKR Vs RCB,RCB,WaninduHasaranga,4,24,0,20,4,5,15,0,0,3/30/2022,
T203578,KKR Vs RCB,RCB,HarshalPatel,4,24,2,11,2,2.75,19,0,0,3/30/2022,
T203578,KKR Vs RCB,RCB,ShahbazAhmed,1,6,0,16,0,16,2,1,0,3/30/2022,
T203578,KKR Vs RCB,KKR,UmeshYadav,4,24,0,16,2,4,14,0,0,3/30/2022,
T203578,KKR Vs RCB,KKR,TimSouthee,4,24,0,20,3,5,16,2,0,3/30/2022,
T203578,KKR Vs RCB,KKR,AndreRussell,2.2,13.2,0,36,0,15.42,6,1,1,3/30/2022,
T203578,KKR Vs RCB,KKR,SunilNarine,4,24,0,12,1,3,13,0,0,3/30/2022,
T203578,KKR Vs RCB,KKR,VarunChakravarthy,4,24,0,33,1,8.25,11,1,0,3/30/2022,
T203578,KKR Vs RCB,KKR,VenkateshIyer,1,6,0,10,0,10,2,0,0,3/30/2022,
T207058,Super Kings Vs Super Giants,Super Giants,AveshKhan,4,24,0,38,2,9.5,12,0,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Giants,DushmanthaChameera,4,24,0,49,0,12.25,6,1,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Giants,AndrewTye,4,24,0,40,2,10,10,1,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Giants,KrunalPandya,3,18,0,36,0,12,3,1,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Giants,RaviBishnoi,4,24,0,24,2,6,11,0,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Giants,DeepakHooda,1,6,0,12,0,12,2,0,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,MukeshChoudhary,3.3,19.8,0,39,0,11.14,8,3,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,TusharDeshpande,4,24,0,40,1,10,9,1,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,DwayneBravo,4,24,0,35,1,8.75,6,3,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,RavindraJadeja,2,12,0,21,0,10.5,3,0,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,MoeenAli,1,6,0,14,0,14,1,0,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,DwainePretorius,4,24,0,31,2,7.75,9,3,0,3/31/2022,
T207058,Super Kings Vs Super Giants,Super Kings,ShivamDube,1,6,0,25,0,25,0,2,0,3/31/2022,
T203227,Punjab Kings Vs KKR,KKR,UmeshYadav,4,24,1,23,4,5.75,13,0,1,04-01-2022,
T203227,Punjab Kings Vs KKR,KKR,TimSouthee,4,24,0,36,2,9,14,0,1,04-01-2022,
T203227,Punjab Kings Vs KKR,KKR,ShivamMavi,2,12,0,39,1,19.5,4,2,0,04-01-2022,
T203227,Punjab Kings Vs KKR,KKR,VarunChakravarthy,4,24,0,14,0,3.5,14,2,0,04-01-2022,
T203227,Punjab Kings Vs KKR,KKR,SunilNarine,4,24,0,23,1,5.75,13,2,0,04-01-2022,
T203227,Punjab Kings Vs KKR,KKR,AndreRussell,0.2,1.2,0,0,1,0,2,0,0,04-01-2022,
T203227,Punjab Kings Vs KKR,Punjab Kings,ArshdeepSingh,3,18,0,32,0,10.66,9,0,1,04-01-2022,
T203227,Punjab Kings Vs KKR,Punjab Kings,KagisoRabada,3,18,0,23,1,7.66,8,1,0,04-01-2022,
T203227,Punjab Kings Vs KKR,Punjab Kings,OdeanSmith,2,12,0,39,1,19.5,4,0,1,04-01-2022,
T203227,Punjab Kings Vs KKR,Punjab Kings,RahulChahar,4,24,1,13,2,3.25,13,1,0,04-01-2022,
T203227,Punjab Kings Vs KKR,Punjab Kings,HarpreetBrar,2,12,0,20,0,10,4,1,0,04-01-2022,
T203227,Punjab Kings Vs KKR,Punjab Kings,LiamLivingstone,0.3,1.8,0,13,0,26,0,0,0,04-01-2022,
T205181,Titans Vs Capitals,Capitals,MustafizurRahman,4,24,0,23,3,5.75,7,1,0,04-02-2022,
T205181,Titans Vs Capitals,Capitals,ShardulThakur,4,24,0,42,0,10.5,6,2,1,04-02-2022,
T205181,Titans Vs Capitals,Capitals,KhaleelAhmed,4,24,0,34,2,8.5,7,0,0,04-02-2022,
T205181,Titans Vs Capitals,Capitals,AxarPatel,4,24,0,37,0,9.25,7,0,0,04-02-2022,
T205181,Titans Vs Capitals,Capitals,KuldeepYadav,4,24,0,32,1,8,10,0,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,MohammedShami,4,24,0,30,2,7.5,10,0,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,HardikPandya,4,24,0,22,1,5.5,11,0,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,LockieFerguson,4,24,0,28,4,7,12,1,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,RashidKhan,4,24,0,30,1,7.5,9,1,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,VarunAaron,1,6,0,7,0,7,2,0,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,VijayShankar,1,6,0,14,0,14,2,1,0,04-02-2022,
T205181,Titans Vs Capitals,Titans,RahulTewatia,2,12,0,22,0,11,3,0,0,04-02-2022,
T209847,Royals Vs Mumbai,Mumbai,JaspritBumrah,4,24,0,17,3,4.25,16,0,0,04-02-2022,
T209847,Royals Vs Mumbai,Mumbai,DanielSams,4,24,0,32,0,8,10,2,0,04-02-2022,
T209847,Royals Vs Mumbai,Mumbai,BasilThampi,1,6,0,26,0,26,1,0,0,04-02-2022,
T209847,Royals Vs Mumbai,Mumbai,MuruganAshwin,3,18,0,32,0,10.66,6,3,0,04-02-2022,
T209847,Royals Vs Mumbai,Mumbai,TymalMills,4,24,0,35,3,8.75,10,0,0,04-02-2022,
T209847,Royals Vs Mumbai,Mumbai,KieronPollard,4,24,0,46,1,11.5,5,1,0,04-02-2022,
T209847,Royals Vs Mumbai,Royals,TrentBoult,4,24,0,29,1,7.25,11,1,0,04-02-2022,
T209847,Royals Vs Mumbai,Royals,PrasidhKrishna,4,24,0,37,1,9.25,13,5,1,04-02-2022,
T209847,Royals Vs Mumbai,Royals,NavdeepSaini,3,18,0,36,2,12,8,1,1,04-02-2022,
T209847,Royals Vs Mumbai,Royals,RavichandranAshwin,4,24,0,30,1,7.5,6,0,0,04-02-2022,
T209847,Royals Vs Mumbai,Royals,YuzvendraChahal,4,24,0,26,2,6.5,11,1,0,04-02-2022,
T209847,Royals Vs Mumbai,Royals,RiyanParag,1,6,0,11,0,11,1,0,0,04-02-2022,
T206118,Punjab Kings Vs Super Kings,Super Kings,MukeshChoudhary,4,24,0,52,1,13,11,3,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Super Kings,ChrisJordan,4,24,0,23,2,5.75,12,1,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Super Kings,DwayneBravo,3,18,0,32,1,10.66,8,2,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Super Kings,RavindraJadeja,4,24,0,34,1,8.5,10,3,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Super Kings,DwainePretorius,4,24,0,30,2,7.5,11,4,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Super Kings,MoeenAli,1,6,0,8,0,8,3,0,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Punjab Kings,VaibhavArora,4,24,0,21,2,5.25,14,1,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Punjab Kings,KagisoRabada,3,18,0,28,1,9.33,11,0,2,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Punjab Kings,ArshdeepSingh,2,12,0,13,1,6.5,5,0,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Punjab Kings,OdeanSmith,2,12,0,14,1,7,6,0,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Punjab Kings,RahulChahar,4,24,0,25,3,6.25,9,0,0,04-03-2022,
T206118,Punjab Kings Vs Super Kings,Punjab Kings,LiamLivingstone,3,18,0,25,2,8.33,7,1,0,04-03-2022,
T204825,Super Giants Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4,24,0,25,0,6.25,7,0,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Sunrisers,WashingtonSundar,4,24,0,28,2,7,10,0,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Sunrisers,RomarioShepherd,4,24,0,42,2,10.5,10,1,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Sunrisers,UmranMalik,3,18,0,39,0,13,4,0,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Sunrisers,AbdulSamad,1,6,0,8,0,8,1,0,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Sunrisers,TNatarajan,4,24,0,26,2,6.5,6,0,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Super Giants,JasonHolder,4,24,0,34,3,8.5,8,2,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Super Giants,KrunalPandya,4,24,0,27,2,6.75,8,0,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Super Giants,AveshKhan,4,24,0,24,4,6,15,1,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Super Giants,AndrewTye,4,24,0,39,0,9.75,6,1,0,04-04-2022,
T204825,Super Giants Vs Sunrisers,Super Giants,RaviBishnoi,4,24,0,29,0,7.25,5,1,1,04-04-2022,
T203456,Royals Vs RCB,RCB,MohammedSiraj,4,24,0,43,0,10.75,8,2,0,04-05-2022,
T203456,Royals Vs RCB,RCB,DavidWilley,4,24,0,29,1,7.25,8,0,0,04-05-2022,
T203456,Royals Vs RCB,RCB,AkashDeep,4,24,0,44,0,11,6,0,1,04-05-2022,
T203456,Royals Vs RCB,RCB,WaninduHasaranga,4,24,0,32,1,8,10,0,0,04-05-2022,
T203456,Royals Vs RCB,RCB,HarshalPatel,4,24,0,18,1,4.5,11,2,0,04-05-2022,
T203456,Royals Vs RCB,Royals,TrentBoult,4,24,0,34,2,8.5,9,0,0,04-05-2022,
T203456,Royals Vs RCB,Royals,PrasidhKrishna,4,24,0,40,0,10,9,2,0,04-05-2022,
T203456,Royals Vs RCB,Royals,RavichandranAshwin,4,24,0,39,0,9.75,10,3,1,04-05-2022,
T203456,Royals Vs RCB,Royals,YuzvendraChahal,4,24,0,15,2,3.75,12,0,0,04-05-2022,
T203456,Royals Vs RCB,Royals,NavdeepSaini,3,18,0,36,1,12,2,1,0,04-05-2022,
T203456,Royals Vs RCB,Royals,YashasviJaiswal,0.1,0.6,0,6,0,36,0,0,0,04-05-2022,
T207856,Mumbai Vs KKR,KKR,UmeshYadav,4,24,0,25,1,6.25,12,0,0,04-06-2022,
T207856,Mumbai Vs KKR,KKR,RasikhSalam,3,18,0,18,0,6,6,0,0,04-06-2022,
T207856,Mumbai Vs KKR,KKR,PatCummins,4,24,0,49,2,12.25,9,1,0,04-06-2022,
T207856,Mumbai Vs KKR,KKR,SunilNarine,4,24,0,26,0,6.5,8,0,0,04-06-2022,
T207856,Mumbai Vs KKR,KKR,VarunChakravarthy,4,24,0,32,1,8,8,0,0,04-06-2022,
T207856,Mumbai Vs KKR,KKR,AndreRussell,1,6,0,9,0,9,3,0,0,04-06-2022,
T207856,Mumbai Vs KKR,Mumbai,BasilThampi,3,18,0,15,0,5,11,0,0,04-06-2022,
T207856,Mumbai Vs KKR,Mumbai,DanielSams,3,18,0,50,1,16.66,4,0,1,04-06-2022,
T207856,Mumbai Vs KKR,Mumbai,JaspritBumrah,3,18,0,26,0,8.66,7,0,0,04-06-2022,
T207856,Mumbai Vs KKR,Mumbai,TymalMills,3,18,0,38,2,12.66,5,0,0,04-06-2022,
T207856,Mumbai Vs KKR,Mumbai,TilakVarma,1,6,0,6,0,6,3,0,0,04-06-2022,
T207856,Mumbai Vs KKR,Mumbai,MuruganAshwin,3,18,0,25,2,8.33,8,0,0,04-06-2022,
T204296,Capitals Vs Super Giants,Super Giants,JasonHolder,4,24,0,30,0,7.5,8,3,0,04-07-2022,
T204296,Capitals Vs Super Giants,Super Giants,KrishnappaGowtham,4,24,1,23,1,5.75,15,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Super Giants,AveshKhan,3,18,0,32,0,10.66,5,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Super Giants,RaviBishnoi,4,24,0,22,2,5.5,12,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Super Giants,AndrewTye,3,18,0,28,0,9.33,8,1,0,04-07-2022,
T204296,Capitals Vs Super Giants,Super Giants,KrunalPandya,2,12,0,12,0,6,2,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Capitals,MustafizurRahman,4,24,0,26,0,6.5,8,2,0,04-07-2022,
T204296,Capitals Vs Super Giants,Capitals,LalitYadav,4,24,0,21,1,5.25,10,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Capitals,ShardulThakur,3.4,20.4,0,29,1,7.9,9,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Capitals,AnrichNortje,2.2,13.2,0,35,0,15,2,0,2,04-07-2022,
T204296,Capitals Vs Super Giants,Capitals,AxarPatel,2,12,0,11,0,5.5,5,0,0,04-07-2022,
T204296,Capitals Vs Super Giants,Capitals,KuldeepYadav,3.4,20.4,0,31,2,8.45,6,0,0,04-07-2022,
T202634,Punjab Kings Vs Titans,Titans,MohammedShami,4,24,0,36,1,9,11,0,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Titans,HardikPandya,4,24,0,36,1,9,10,1,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Titans,LockieFerguson,4,24,0,33,1,8.25,10,1,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Titans,RashidKhan,4,24,0,22,3,5.5,10,0,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Titans,DarshanNalkande,3,18,0,37,2,12.33,4,1,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Titans,RahulTewatia,1,6,0,24,0,24,0,0,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Punjab Kings,VaibhavArora,4,24,0,34,0,8.5,5,0,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Punjab Kings,ArshdeepSingh,4,24,0,31,0,7.75,10,1,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Punjab Kings,KagisoRabada,4,24,0,35,2,8.75,7,0,1,04-08-2022,
T202634,Punjab Kings Vs Titans,Punjab Kings,RahulChahar,4,24,0,41,1,10.25,6,1,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Punjab Kings,OdeanSmith,3,18,0,35,0,11.66,5,1,0,04-08-2022,
T202634,Punjab Kings Vs Titans,Punjab Kings,LiamLivingstone,1,6,0,12,0,12,1,0,0,04-08-2022,
T204746,Mumbai Vs RCB,RCB,DavidWilley,2,12,0,8,0,4,8,0,0,04-09-2022,
T204746,Mumbai Vs RCB,RCB,MohammedSiraj,4,24,0,51,0,12.75,10,1,1,04-09-2022,
T204746,Mumbai Vs RCB,RCB,WaninduHasaranga,4,24,0,28,2,7,10,0,0,04-09-2022,
T204746,Mumbai Vs RCB,RCB,AkashDeep,4,24,1,20,1,5,14,0,0,04-09-2022,
T204746,Mumbai Vs RCB,RCB,HarshalPatel,4,24,0,23,2,5.75,14,0,0,04-09-2022,
T204746,Mumbai Vs RCB,RCB,ShahbazAhmed,2,12,0,19,0,9.5,4,0,0,04-09-2022,
T204746,Mumbai Vs RCB,Mumbai,BasilThampi,4,24,1,29,0,7.25,11,1,0,04-09-2022,
T204746,Mumbai Vs RCB,Mumbai,JaydevUnadkat,4,24,0,30,1,7.5,10,0,0,04-09-2022,
T204746,Mumbai Vs RCB,Mumbai,JaspritBumrah,4,24,0,31,0,7.75,8,0,0,04-09-2022,
T204746,Mumbai Vs RCB,Mumbai,MuruganAshwin,3,18,0,26,0,8.66,8,1,0,04-09-2022,
T204746,Mumbai Vs RCB,Mumbai,KieronPollard,3,18,0,24,0,8,3,1,0,04-09-2022,
T204746,Mumbai Vs RCB,Mumbai,DewaldBrevis,0.3,1.8,0,8,1,16,1,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4,24,0,36,1,9,9,4,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Sunrisers,MarcoJansen,4,24,0,30,1,7.5,11,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Sunrisers,WashingtonSundar,4,24,0,21,2,5.25,7,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Sunrisers,TNatarajan,4,24,0,30,2,7.5,6,1,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Sunrisers,UmranMalik,3,18,0,29,0,9.66,8,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Sunrisers,AidenMarkram,1,6,0,8,1,8,3,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Super Kings,MukeshChoudhary,4,24,0,30,1,7.5,11,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Super Kings,MaheeshTheekshana,4,24,0,31,0,7.75,8,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Super Kings,ChrisJordan,3,18,0,34,0,11.33,5,0,1,04-09-2022,
T209199,Super Kings Vs Sunrisers,Super Kings,RavindraJadeja,3,18,0,21,0,7,4,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Super Kings,MoeenAli,1,6,0,10,0,10,1,0,0,04-09-2022,
T209199,Super Kings Vs Sunrisers,Super Kings,DwayneBravo,2.4,14.4,0,29,1,10.87,4,3,0,04-09-2022,
T207999,Royals Vs Super Giants,Super Giants,DushmanthaChameera,4,24,0,22,0,5.5,14,2,0,04-10-2022,
T207999,Royals Vs Super Giants,Super Giants,JasonHolder,4,24,0,50,2,12.5,9,0,0,04-10-2022,
T207999,Royals Vs Super Giants,Super Giants,RaviBishnoi,4,24,0,29,0,7.25,7,3,0,04-10-2022,
T207999,Royals Vs Super Giants,Super Giants,AveshKhan,4,24,0,31,1,7.75,9,1,0,04-10-2022,
T207999,Royals Vs Super Giants,Super Giants,KrishnappaGowtham,4,24,0,30,2,7.5,11,0,0,04-10-2022,
T207999,Royals Vs Super Giants,Royals,TrentBoult,4,24,0,30,2,7.5,12,1,0,04-10-2022,
T207999,Royals Vs Super Giants,Royals,PrasidhKrishna,4,24,0,35,1,8.75,13,1,0,04-10-2022,
T207999,Royals Vs Super Giants,Royals,RavichandranAshwin,4,24,0,20,0,5,5,0,0,04-10-2022,
T207999,Royals Vs Super Giants,Royals,KuldeepSen,4,24,0,35,1,8.75,8,0,0,04-10-2022,
T207999,Royals Vs Super Giants,Royals,YuzvendraChahal,4,24,0,41,4,10.25,7,2,0,04-10-2022,
T208705,Capitals Vs KKR,KKR,UmeshYadav,4,24,0,48,1,12,8,0,1,04-10-2022,
T208705,Capitals Vs KKR,KKR,RasikhSalam,1,6,0,10,0,10,2,0,0,04-10-2022,
T208705,Capitals Vs KKR,KKR,PatCummins,4,24,0,51,0,12.75,5,2,0,04-10-2022,
T208705,Capitals Vs KKR,KKR,VarunChakravarthy,4,24,0,44,1,11,8,0,2,04-10-2022,
T208705,Capitals Vs KKR,KKR,SunilNarine,4,24,0,21,2,5.25,12,0,0,04-10-2022,
T208705,Capitals Vs KKR,KKR,AndreRussell,2,12,0,16,1,8,3,0,0,04-10-2022,
T208705,Capitals Vs KKR,KKR,VenkateshIyer,1,6,0,14,0,14,0,0,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,MustafizurRahman,4,24,0,21,0,5.25,13,0,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,ShardulThakur,2.4,14.4,0,30,2,11.25,5,0,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,KhaleelAhmed,4,24,0,25,3,6.25,13,0,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,AxarPatel,3,18,0,32,0,10.66,4,0,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,KuldeepYadav,4,24,0,35,4,8.75,8,2,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,RovmanPowell,1,6,0,17,0,17,0,1,0,04-10-2022,
T208705,Capitals Vs KKR,Capitals,LalitYadav,1,6,0,8,1,8,3,0,0,04-10-2022,
T208211,Titans Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4,24,0,37,2,9.25,10,4,0,04-11-2022,
T208211,Titans Vs Sunrisers,Sunrisers,MarcoJansen,4,24,0,27,1,6.75,8,2,0,04-11-2022,
T208211,Titans Vs Sunrisers,Sunrisers,WashingtonSundar,3,18,0,14,0,4.66,7,0,0,04-11-2022,
T208211,Titans Vs Sunrisers,Sunrisers,TNatarajan,4,24,0,34,2,8.5,8,1,0,04-11-2022,
